radius,%_gp_captured,%_pface_covered,SC3PA,total_gp
100,1.0,0.16750848729839501,5.969846758980204,81
160,1.0,0.33837943273922416,2.9552623571263594,81
220,1.0,0.5086030836225035,1.9661697543741639,81
280,1.0,0.664972963115582,1.5038205392813624,81
340,1.0,0.7858224848433346,1.2725520321543928,81
400,1.0,0.8709966482244232,1.1481100438659064,81
460,1.0,0.927479921428696,1.0781904566296094,81
520,1.0,0.9627474814473126,1.0386939662482266,81
580,1.0,0.9838786989848047,1.016385455881736,81
640,1.0,0.9965892290929957,1.0034224440797022,81
700,1.0,0.9999060623422125,1.0000939464829002,81
100,0.21951219512195122,0.16750848729839501,1.3104541666054104,82
160,0.36585365853658536,0.33837943273922416,1.0811935452901316,82
220,0.5121951219512195,0.5086030836225035,1.0070625571184741,82
280,0.6585365853658537,0.664972963115582,0.9903208429413851,82
340,0.7804878048780488,0.7858224848433346,0.9932113421692822,82
400,0.8902439024390244,0.8709966482244232,1.022097965880624,82
460,0.9634146341463414,0.927479921428696,1.0387444643138921,82
520,0.975609756097561,0.9627474814473126,1.0133599670714404,82
580,0.975609756097561,0.9838786989848047,0.9915955667138887,82
640,1.0,0.9965892290929957,1.0034224440797022,82
700,1.0,0.9999060623422125,1.0000939464829002,82
